finyear,lgdstatecode,statename,lgddistrictcode,districtname,schemecode,totalbeneficiaries,totalmale,totalfemale,totaltransgender,totalsc,totalst,totalgen,totalobc,totalaadhaar,totalmobilenumber
2025-2026,19,WEST BENGAL,664,ALIPURDUAR,IGNDPS,693,425,268,0,262,93,335,2,681,693
2025-2026,19,WEST BENGAL,664,ALIPURDUAR,IGNOAPS,19516,11805,7710,1,6851,3899,8716,22,19279,19204
2025-2026,19,WEST BENGAL,664,ALIPURDUAR,IGNWPS,12573,0,12573,0,4593,2862,5105,9,12450,12489
2025-2026,19,WEST BENGAL,702,KALIMPONG,IGNDPS,355,183,172,0,41,106,208,0,346,355
2025-2026,19,WEST BENGAL,702,KALIMPONG,IGNOAPS,2794,1742,1052,0,184,761,1781,67,2770,2741
2025-2026,19,WEST BENGAL,702,KALIMPONG,IGNWPS,1154,0,1154,0,119,313,683,38,1149,1116
2025-2026,19,WEST BENGAL,703,JHARGRAM,IGNOAPS,21254,11720,9533,1,5552,4845,10798,55,20522,20308
2025-2026,19,WEST BENGAL,703,JHARGRAM,IGNWPS,12029,0,12029,0,2968,3681,5372,7,11692,11791
2025-2026,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNDPS,58,36,22,0,36,5,17,0,53,58
2025-2026,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNOAPS,6778,3720,3058,0,2583,820,3360,9,6632,6488
2025-2026,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNWPS,7464,0,7464,0,3623,1049,2784,3,7371,7429
2025-2026,2,HIMACHAL PRADESH,15,BILASPUR,IGNDPS,36,22,14,0,6,2,25,3,17,0
2025-2026,2,HIMACHAL PRADESH,15,BILASPUR,IGNOAPS,5735,2846,2889,0,2099,169,3207,260,2882,0
2025-2026,2,HIMACHAL PRADESH,15,BILASPUR,IGNWPS,1474,0,1474,0,489,53,855,77,832,0
2025-2026,2,HIMACHAL PRADESH,16,CHAMBA,IGNDPS,63,42,21,0,15,13,34,1,1,0
2025-2026,2,HIMACHAL PRADESH,16,CHAMBA,IGNOAPS,10626,5679,4947,0,2167,2521,5715,223,1711,0
2025-2026,2,HIMACHAL PRADESH,16,CHAMBA,IGNWPS,2384,0,2384,0,540,493,1298,53,334,0
2025-2026,2,HIMACHAL PRADESH,17,HAMIRPUR,IGNDPS,128,79,49,0,34,2,63,29,37,0
2025-2026,2,HIMACHAL PRADESH,17,HAMIRPUR,IGNOAPS,7993,3510,4483,0,2766,138,3792,1297,3861,0
2025-2026,2,HIMACHAL PRADESH,17,HAMIRPUR,IGNWPS,2008,0,2008,0,605,27,1037,339,1143,0
2025-2026,2,HIMACHAL PRADESH,18,KANGRA,IGNDPS,191,128,63,0,58,10,77,46,27,0
2025-2026,2,HIMACHAL PRADESH,18,KANGRA,IGNOAPS,22594,9980,12614,0,5886,1298,9070,6340,7918,0
2025-2026,2,HIMACHAL PRADESH,18,KANGRA,IGNWPS,3646,0,3646,0,1024,285,1182,1155,1571,0
2025-2026,2,HIMACHAL PRADESH,19,KINNAUR,IGNDPS,5,4,1,0,3,2,0,0,1,0
2025-2026,2,HIMACHAL PRADESH,19,KINNAUR,IGNOAPS,695,257,438,0,179,508,7,1,205,0
2025-2026,2,HIMACHAL PRADESH,19,KINNAUR,IGNWPS,231,0,231,0,85,142,4,0,87,0
2025-2026,2,HIMACHAL PRADESH,20,KULLU,IGNDPS,32,24,8,0,8,0,20,4,11,0
2025-2026,2,HIMACHAL PRADESH,20,KULLU,IGNOAPS,4546,2187,2359,0,1783,54,2621,88,1609,0
2025-2026,2,HIMACHAL PRADESH,20,KULLU,IGNWPS,1247,0,1247,0,484,12,715,36,524,0
2025-2026,2,HIMACHAL PRADESH,21,LAHUL AND SPITI,IGNDPS,13,5,8,0,1,11,1,0,0,0
2025-2026,2,HIMACHAL PRADESH,21,LAHUL AND SPITI,IGNOAPS,355,141,214,0,12,264,79,0,65,0
2025-2026,2,HIMACHAL PRADESH,21,LAHUL AND SPITI,IGNWPS,72,0,72,0,2,50,20,0,12,0
2025-2026,2,HIMACHAL PRADESH,22,MANDI,IGNDPS,153,103,50,0,38,3,103,9,48,0
2025-2026,2,HIMACHAL PRADESH,22,MANDI,IGNOAPS,9887,4819,5068,0,2127,183,6745,832,3059,0
2025-2026,2,HIMACHAL PRADESH,22,MANDI,IGNWPS,2849,0,2849,0,638,35,1974,202,872,0
2025-2026,2,HIMACHAL PRADESH,23,SHIMLA,IGNDPS,36,18,18,0,14,0,22,0,6,0
2025-2026,2,HIMACHAL PRADESH,23,SHIMLA,IGNOAPS,14877,7147,7730,0,3940,28,10869,40,4075,0
2025-2026,2,HIMACHAL PRADESH,23,SHIMLA,IGNWPS,2949,0,2949,0,898,5,2035,11,937,0
2025-2026,2,HIMACHAL PRADESH,24,SIRMAUR,IGNDPS,39,30,9,0,10,0,26,3,7,0
2025-2026,2,HIMACHAL PRADESH,24,SIRMAUR,IGNOAPS,4767,2281,2486,0,1611,75,2595,486,1520,0
2025-2026,2,HIMACHAL PRADESH,24,SIRMAUR,IGNWPS,1428,0,1428,0,508,16,791,113,616,0
2025-2026,2,HIMACHAL PRADESH,25,SOLAN,IGNDPS,98,68,30,0,31,7,57,3,17,0
2025-2026,2,HIMACHAL PRADESH,25,SOLAN,IGNOAPS,5056,2470,2586,0,2103,207,2534,212,1329,0
2025-2026,2,HIMACHAL PRADESH,25,SOLAN,IGNWPS,1675,0,1675,0,748,52,799,76,451,0
2025-2026,2,HIMACHAL PRADESH,26,UNA,IGNDPS,59,40,19,0,17,5,24,13,15,0
2025-2026,2,HIMACHAL PRADESH,26,UNA,IGNOAPS,6047,2669,3378,0,1900,172,2031,1944,2089,0
2025-2026,2,HIMACHAL PRADESH,26,UNA,IGNWPS,2011,0,2011,0,409,39,803,760,858,0
2025-2026,20,JHARKHAND,322,BOKARO,IGNDPS,739,511,228,0,109,69,180,381,739,472
2025-2026,20,JHARKHAND,322,BOKARO,IGNOAPS,33482,15246,18236,0,4860,4413,7895,16314,33412,17952
2025-2026,20,JHARKHAND,322,BOKARO,IGNWPS,10192,0,10192,0,1807,1883,2277,4225,10176,4074
2025-2026,20,JHARKHAND,323,CHATRA,IGNDPS,1489,1017,472,0,350,17,403,719,1480,1100
2025-2026,20,JHARKHAND,323,CHATRA,IGNOAPS,29976,16961,13015,0,7611,512,6906,14947,29755,28497
2025-2026,20,JHARKHAND,323,CHATRA,IGNWPS,10736,0,10736,0,3861,252,2485,4138,10603,9120
2025-2026,20,JHARKHAND,324,DEOGHAR,IGNDPS,1690,1074,616,0,305,6,1143,236,1652,500
2025-2026,20,JHARKHAND,324,DEOGHAR,IGNOAPS,37995,21711,16284,0,5097,687,14663,17548,37667,18112
2025-2026,20,JHARKHAND,324,DEOGHAR,IGNWPS,9252,0,9252,0,1468,127,5959,1698,9177,2992
2025-2026,20,JHARKHAND,325,DHANBAD,IGNDPS,3509,2362,1147,0,284,112,1532,1581,3413,1231
2025-2026,20,JHARKHAND,325,DHANBAD,IGNOAPS,59274,27368,31673,2,6947,4889,18366,29072,58719,11393
2025-2026,20,JHARKHAND,325,DHANBAD,IGNWPS,20839,0,20839,0,3388,2303,5875,9273,20694,4263
2025-2026,20,JHARKHAND,326,DUMKA,IGNDPS,932,619,313,0,67,311,182,372,905,174
2025-2026,20,JHARKHAND,326,DUMKA,IGNOAPS,42868,22570,20298,0,3281,14715,5452,19420,42308,9081
2025-2026,20,JHARKHAND,326,DUMKA,IGNWPS,13478,0,13478,0,694,6198,1442,5144,13050,2768
2025-2026,20,JHARKHAND,327,PURBI SINGHBHUM,IGNDPS,669,392,277,0,39,156,317,157,668,427
2025-2026,20,JHARKHAND,327,PURBI SINGHBHUM,IGNOAPS,49073,25141,23932,0,2693,12205,23688,10487,48794,34965
2025-2026,20,JHARKHAND,327,PURBI SINGHBHUM,IGNWPS,9960,0,9960,0,486,3247,4544,1683,9936,6883
2025-2026,20,JHARKHAND,328,GARHWA,IGNDPS,2020,1306,714,0,500,134,555,831,1958,497
2025-2026,20,JHARKHAND,328,GARHWA,IGNOAPS,62485,31986,30498,1,15269,5735,14166,27315,61169,17300
2025-2026,20,JHARKHAND,328,GARHWA,IGNWPS,10056,0,10056,0,2593,1666,2325,3472,9819,2680
2025-2026,20,JHARKHAND,329,GIRIDIH,IGNDPS,1710,1112,598,0,164,108,694,744,1663,1089
2025-2026,20,JHARKHAND,329,GIRIDIH,IGNOAPS,58295,34353,23942,0,6958,3841,15898,31598,56943,29546
2025-2026,20,JHARKHAND,329,GIRIDIH,IGNWPS,18884,0,18884,0,3037,1477,5819,8551,18641,9520
2025-2026,20,JHARKHAND,330,GODDA,IGNDPS,1340,734,606,0,158,178,286,718,1318,129
2025-2026,20,JHARKHAND,330,GODDA,IGNOAPS,54027,27989,26038,0,4558,7141,11481,30847,52316,9217
2025-2026,20,JHARKHAND,330,GODDA,IGNWPS,9703,0,9703,0,632,2452,1708,4911,9463,1726
2025-2026,20,JHARKHAND,331,GUMLA,IGNDPS,706,456,250,0,18,447,84,157,674,533
2025-2026,20,JHARKHAND,331,GUMLA,IGNOAPS,25750,10732,15018,0,1198,16644,2550,5358,25014,18881
2025-2026,20,JHARKHAND,331,GUMLA,IGNWPS,6658,0,6658,0,301,4518,590,1249,6541,4903
2025-2026,20,JHARKHAND,332,HAZARIBAG,IGNDPS,1719,1102,617,0,234,10,1378,97,1712,1260
2025-2026,20,JHARKHAND,332,HAZARIBAG,IGNOAPS,41373,21086,20277,2,6283,323,28671,6096,40614,30618
2025-2026,20,JHARKHAND,332,HAZARIBAG,IGNWPS,16995,0,16995,0,3544,91,12679,681,16517,12427
2025-2026,20,JHARKHAND,333,JAMTARA,IGNDPS,1034,579,455,0,184,194,64,592,1020,1000
2025-2026,20,JHARKHAND,333,JAMTARA,IGNOAPS,33449,14908,18540,1,2644,8455,3564,18786,33002,33288
2025-2026,20,JHARKHAND,333,JAMTARA,IGNWPS,5117,0,5117,0,481,2086,231,2319,5038,5073
2025-2026,20,JHARKHAND,334,KODERMA,IGNDPS,441,306,135,0,96,0,141,204,439,238
2025-2026,20,JHARKHAND,334,KODERMA,IGNOAPS,20720,12136,8584,0,3014,71,2976,14659,20577,12149
2025-2026,20,JHARKHAND,334,KODERMA,IGNWPS,10528,0,10528,0,2173,37,2055,6263,10407,5809
2025-2026,20,JHARKHAND,335,LATEHAR,IGNDPS,940,608,332,0,154,383,139,264,940,773
2025-2026,20,JHARKHAND,335,LATEHAR,IGNOAPS,30814,14941,15873,0,5314,13680,3663,8157,30808,28231
2025-2026,20,JHARKHAND,335,LATEHAR,IGNWPS,8632,0,8632,0,2014,4026,1121,1471,8631,7146
2025-2026,20,JHARKHAND,336,LOHARDAGA,IGNDPS,61,33,28,0,3,36,10,12,60,20
2025-2026,20,JHARKHAND,336,LOHARDAGA,IGNOAPS,9287,4682,4605,0,449,3832,3677,1329,9083,4302
2025-2026,20,JHARKHAND,336,LOHARDAGA,IGNWPS,3858,0,3858,0,233,1595,1660,370,3779,1512
2025-2026,20,JHARKHAND,337,PAKUR,IGNDPS,522,319,203,0,11,122,143,246,519,522
2025-2026,20,JHARKHAND,337,PAKUR,IGNOAPS,17461,8258,9203,0,442,5866,3400,7753,17416,17412
2025-2026,20,JHARKHAND,337,PAKUR,IGNWPS,14070,0,14070,0,291,6926,1169,5684,13997,14049
2025-2026,20,JHARKHAND,338,PALAMU,IGNDPS,1485,1007,477,1,377,59,344,705,1442,270
2025-2026,20,JHARKHAND,338,PALAMU,IGNOAPS,75350,36703,38647,0,21161,5610,16701,31878,72879,17518
2025-2026,20,JHARKHAND,338,PALAMU,IGNWPS,10924,0,10924,0,3482,946,2788,3708,10601,2160
2025-2026,20,JHARKHAND,339,RANCHI,IGNDPS,433,217,216,0,53,162,144,74,329,154
2025-2026,20,JHARKHAND,339,RANCHI,IGNOAPS,53962,22076,31885,1,4594,25002,11149,13217,52851,26456
2025-2026,20,JHARKHAND,339,RANCHI,IGNWPS,11842,0,11842,0,606,6672,1606,2958,11737,6481
2025-2026,20,JHARKHAND,340,SAHEBGANJ,IGNDPS,740,503,237,0,41,96,252,351,723,400
2025-2026,20,JHARKHAND,340,SAHEBGANJ,IGNOAPS,33345,17092,16253,0,2187,9043,9709,12406,32724,13248
2025-2026,20,JHARKHAND,340,SAHEBGANJ,IGNWPS,12804,0,12804,0,1037,3144,3674,4949,12438,5075
2025-2026,20,JHARKHAND,341,SARAIKELA KHARSAWAN,IGNDPS,904,581,323,0,43,241,83,537,884,594
2025-2026,20,JHARKHAND,341,SARAIKELA KHARSAWAN,IGNOAPS,36920,17821,19099,0,2034,10930,4123,19833,36685,26415
2025-2026,20,JHARKHAND,341,SARAIKELA KHARSAWAN,IGNWPS,10290,0,10290,0,556,4956,375,4403,10176,7158
2025-2026,20,JHARKHAND,342,SIMDEGA,IGNDPS,603,379,224,0,62,445,33,63,599,142
2025-2026,20,JHARKHAND,342,SIMDEGA,IGNOAPS,19447,7896,11549,2,2090,13811,1429,2117,19375,5026
2025-2026,20,JHARKHAND,342,SIMDEGA,IGNWPS,5446,0,5446,0,586,3803,301,756,5433,1226
2025-2026,20,JHARKHAND,343,WEST SINGHBHUM,IGNDPS,668,426,242,0,29,357,44,238,662,644
2025-2026,20,JHARKHAND,343,WEST SINGHBHUM,IGNOAPS,25720,9755,15965,0,1238,15745,1113,7624,24932,23517
2025-2026,20,JHARKHAND,343,WEST SINGHBHUM,IGNWPS,9291,0,9291,0,577,5845,337,2532,9063,8486
2025-2026,20,JHARKHAND,606,KHUNTI,IGNDPS,762,534,228,0,39,497,171,55,740,242
2025-2026,20,JHARKHAND,606,KHUNTI,IGNOAPS,20708,9070,11638,0,1241,14063,3101,2303,20550,5532
2025-2026,20,JHARKHAND,606,KHUNTI,IGNWPS,4803,0,4803,0,256,3331,759,457,4778,1378
2025-2026,20,JHARKHAND,607,RAMGARH,IGNDPS,99,71,28,0,17,15,6,61,99,99
2025-2026,20,JHARKHAND,607,RAMGARH,IGNOAPS,20074,8751,11323,0,2197,4489,1721,11667,19973,20062
2025-2026,20,JHARKHAND,607,RAMGARH,IGNWPS,5672,0,5672,0,802,1568,422,2880,5655,5669
2025-2026,21,ODISHA,344,ANGUL,IGNDPS,1072,710,362,0,129,70,382,491,1059,840
2025-2026,21,ODISHA,344,ANGUL,IGNOAPS,33193,20211,12977,5,4419,2809,10285,15680,33149,28540
2025-2026,21,ODISHA,344,ANGUL,IGNWPS,13596,0,13596,0,2394,1799,3963,5440,13581,10892
2025-2026,21,ODISHA,345,BOLANGIR,IGNDPS,1154,753,401,0,157,124,413,460,1154,684
2025-2026,21,ODISHA,345,BOLANGIR,IGNOAPS,70942,39655,31280,7,7853,7149,33046,22894,70915,35167
2025-2026,21,ODISHA,345,BOLANGIR,IGNWPS,19820,0,19820,0,2030,2624,9074,6092,19808,9517
2025-2026,21,ODISHA,346,BALESHWAR,IGNDPS,847,585,262,0,57,31,658,101,836,365
2025-2026,21,ODISHA,346,BALESHWAR,IGNOAPS,73224,47489,25729,6,5433,1928,56716,9147,72989,31353
2025-2026,21,ODISHA,346,BALESHWAR,IGNWPS,22866,1,22865,0,2124,999,15261,4482,22752,8454
2025-2026,21,ODISHA,347,BARGARH,IGNDPS,2404,1602,801,1,281,223,1251,649,2346,1427
2025-2026,21,ODISHA,347,BARGARH,IGNOAPS,50685,29932,20740,13,5772,5697,26215,13001,50491,32046
2025-2026,21,ODISHA,347,BARGARH,IGNWPS,16688,0,16688,0,2170,2314,7911,4293,16582,9733
2025-2026,21,ODISHA,348,BHADRAK,IGNDPS,1633,1117,516,0,166,13,1129,325,1571,1182
2025-2026,21,ODISHA,348,BHADRAK,IGNOAPS,45946,28444,17500,2,6043,396,29720,9787,45623,36156
2025-2026,21,ODISHA,348,BHADRAK,IGNWPS,12455,0,12455,0,1598,133,8252,2472,12374,9311
2025-2026,21,ODISHA,349,BOUDH,IGNDPS,631,424,207,0,55,24,442,110,613,158
2025-2026,21,ODISHA,349,BOUDH,IGNOAPS,13972,9852,4119,1,1523,615,9063,2771,13720,5084
2025-2026,21,ODISHA,349,BOUDH,IGNWPS,5282,0,5282,0,629,287,3177,1189,5122,1743
2025-2026,21,ODISHA,350,CUTTACK,IGNDPS,1722,1200,522,0,146,17,1260,299,1607,751
2025-2026,21,ODISHA,350,CUTTACK,IGNOAPS,75657,50545,25108,4,8617,772,46829,19439,71426,35697
2025-2026,21,ODISHA,350,CUTTACK,IGNWPS,24614,0,24614,0,2756,589,16343,4926,22545,10198
2025-2026,21,ODISHA,351,DEOGARH,IGNDPS,763,560,203,0,61,105,458,139,763,394
2025-2026,21,ODISHA,351,DEOGARH,IGNOAPS,10827,7331,3495,1,1086,1617,5627,2497,10825,6153
2025-2026,21,ODISHA,351,DEOGARH,IGNWPS,3715,0,3715,0,331,714,2029,641,3715,1614
2025-2026,21,ODISHA,352,DHENKANAL,IGNDPS,1564,1129,435,0,159,32,1095,278,1563,955
2025-2026,21,ODISHA,352,DHENKANAL,IGNOAPS,43260,28262,14998,0,5001,2043,27682,8534,43221,26271
2025-2026,21,ODISHA,352,DHENKANAL,IGNWPS,15815,0,15815,0,2248,1117,9955,2495,15800,9083
2025-2026,21,ODISHA,353,GAJAPATI,IGNDPS,670,435,235,0,33,302,180,155,656,525
2025-2026,21,ODISHA,353,GAJAPATI,IGNOAPS,15437,9202,6235,0,842,7655,3690,3250,15252,11916
2025-2026,21,ODISHA,353,GAJAPATI,IGNWPS,11514,0,11514,0,696,5910,2302,2606,11341,8407
2025-2026,21,ODISHA,354,GANJAM,IGNDPS,3596,2474,1122,0,444,25,2306,821,3470,1575
2025-2026,21,ODISHA,354,GANJAM,IGNOAPS,93392,58754,34635,3,12360,1729,54833,24470,91010,48574
2025-2026,21,ODISHA,354,GANJAM,IGNWPS,47013,0,47013,0,7269,1105,27654,10985,45676,22017
2025-2026,21,ODISHA,355,JAGATSINGHAPUR,IGNDPS,1295,905,390,0,190,1,844,260,1267,621
2025-2026,21,ODISHA,355,JAGATSINGHAPUR,IGNOAPS,42645,27467,15172,6,6050,58,26733,9804,41805,20810
2025-2026,21,ODISHA,355,JAGATSINGHAPUR,IGNWPS,10822,0,10822,0,1626,30,6408,2758,10548,4880
2025-2026,21,ODISHA,356,JAJPUR,IGNDPS,1751,1271,480,0,162,17,1162,410,1733,957
2025-2026,21,ODISHA,356,JAJPUR,IGNOAPS,60212,43714,16489,9,7230,898,38999,13085,60006,24515
2025-2026,21,ODISHA,356,JAJPUR,IGNWPS,18918,0,18918,0,2128,557,12672,3561,18862,7997
2025-2026,21,ODISHA,357,JHARSUGUDA,IGNDPS,563,378,185,0,93,126,204,140,557,387
2025-2026,21,ODISHA,357,JHARSUGUDA,IGNOAPS,16384,9487,6897,0,2311,4347,6680,3046,16006,11590
2025-2026,21,ODISHA,357,JHARSUGUDA,IGNWPS,4544,0,4544,0,721,1478,1426,919,4424,2928
2025-2026,21,ODISHA,358,KALAHANDI,IGNDPS,1497,1025,472,0,219,184,484,610,1455,691
2025-2026,21,ODISHA,358,KALAHANDI,IGNOAPS,53326,32299,21021,6,8037,10240,15529,19520,52117,28784
2025-2026,21,ODISHA,358,KALAHANDI,IGNWPS,22013,0,22013,0,3328,4991,6970,6724,21322,10582
2025-2026,21,ODISHA,359,KANDHAMAL,IGNDPS,987,639,348,0,281,337,292,77,983,456
2025-2026,21,ODISHA,359,KANDHAMAL,IGNOAPS,19644,11467,8176,1,4812,8417,4628,1787,19631,9607
2025-2026,21,ODISHA,359,KANDHAMAL,IGNWPS,12342,0,12342,0,2894,5669,2786,993,12319,5798
2025-2026,21,ODISHA,360,KENDRAPARA,IGNDPS,676,456,220,0,92,0,393,191,672,351
2025-2026,21,ODISHA,360,KENDRAPARA,IGNOAPS,62058,35959,26091,8,9460,177,33475,18946,61867,35224
2025-2026,21,ODISHA,360,KENDRAPARA,IGNWPS,11781,0,11781,0,1710,58,6640,3373,11760,6272
2025-2026,21,ODISHA,361,KENDUJHAR,IGNDPS,1023,724,299,0,67,259,485,212,900,544
2025-2026,21,ODISHA,361,KENDUJHAR,IGNOAPS,47718,30362,17354,2,3824,12332,23226,8336,46382,26212
2025-2026,21,ODISHA,361,KENDUJHAR,IGNWPS,25518,0,25518,0,1991,8311,11927,3289,25030,12102
2025-2026,21,ODISHA,362,KHORDHA,IGNDPS,1650,1199,451,0,83,9,1446,112,1648,1088
2025-2026,21,ODISHA,362,KHORDHA,IGNOAPS,51770,32850,18915,5,2235,413,44233,4889,51714,34299
2025-2026,21,ODISHA,362,KHORDHA,IGNWPS,17058,0,17058,0,728,189,14322,1819,17035,10632
2025-2026,21,ODISHA,363,KORAPUT,IGNDPS,2308,1377,931,0,336,1037,733,202,2252,1148
2025-2026,21,ODISHA,363,KORAPUT,IGNOAPS,65691,33753,31927,11,8992,34321,16656,5722,64023,34336
2025-2026,21,ODISHA,363,KORAPUT,IGNWPS,27514,0,27514,0,3657,15342,6318,2197,26599,12612
2025-2026,21,ODISHA,364,MALKANGIRI,IGNDPS,357,218,139,0,73,114,164,6,357,154
2025-2026,21,ODISHA,364,MALKANGIRI,IGNOAPS,29242,14652,14588,2,5441,12134,11323,344,29196,11719
2025-2026,21,ODISHA,364,MALKANGIRI,IGNWPS,10188,0,10188,0,1327,4153,4622,86,10176,3738
2025-2026,21,ODISHA,365,MAYURBHANJ,IGNDPS,3419,2201,1218,0,204,1243,1313,659,3255,1130
2025-2026,21,ODISHA,365,MAYURBHANJ,IGNOAPS,69297,44338,24951,8,5545,28941,22744,12067,68667,27456
2025-2026,21,ODISHA,365,MAYURBHANJ,IGNWPS,42927,0,42927,0,4610,21551,11779,4987,42569,15153
2025-2026,21,ODISHA,366,NABARANGAPUR,IGNDPS,676,451,225,0,85,163,280,148,659,293
2025-2026,21,ODISHA,366,NABARANGAPUR,IGNOAPS,50417,26432,23975,10,7242,18756,17502,6917,49164,15995
2025-2026,21,ODISHA,366,NABARANGAPUR,IGNWPS,17051,0,17051,0,2139,6873,6138,1901,16642,5131
2025-2026,21,ODISHA,367,NAYAGARH,IGNDPS,2730,1932,798,0,229,40,1593,868,2697,1953
2025-2026,21,ODISHA,367,NAYAGARH,IGNOAPS,36464,23722,12742,0,2443,1090,22603,10327,35780,27759
2025-2026,21,ODISHA,367,NAYAGARH,IGNWPS,12237,0,12237,0,934,415,7901,2987,11885,8614
2025-2026,21,ODISHA,368,NUAPADA,IGNDPS,649,417,232,0,54,76,309,210,641,366
2025-2026,21,ODISHA,368,NUAPADA,IGNOAPS,39941,22967,16972,2,2947,6272,19645,11077,38958,22694
2025-2026,21,ODISHA,368,NUAPADA,IGNWPS,8925,0,8925,0,662,1692,4345,2226,8681,4499
2025-2026,21,ODISHA,369,PURI,IGNDPS,1743,1110,630,3,142,0,1189,412,1698,1321
2025-2026,21,ODISHA,369,PURI,IGNOAPS,59402,36788,22605,9,4573,20,42515,12294,57634,43494
2025-2026,21,ODISHA,369,PURI,IGNWPS,17325,0,17325,0,1474,13,12243,3595,16479,12086
2025-2026,21,ODISHA,370,RAYAGADA,IGNDPS,577,352,225,0,96,240,165,76,540,225
2025-2026,21,ODISHA,370,RAYAGADA,IGNOAPS,46717,25099,21606,12,5260,21992,15109,4356,44272,15516
2025-2026,21,ODISHA,370,RAYAGADA,IGNWPS,23426,0,23426,0,2548,12573,6241,2064,22000,6334
2025-2026,21,ODISHA,371,SAMBALPUR,IGNDPS,970,620,350,0,111,170,526,163,963,791
2025-2026,21,ODISHA,371,SAMBALPUR,IGNOAPS,31340,17879,13460,1,4859,9015,11970,5496,31206,26393
2025-2026,21,ODISHA,371,SAMBALPUR,IGNWPS,12486,0,12486,0,2221,4125,4394,1746,12394,9743
2025-2026,21,ODISHA,372,SONEPUR,IGNDPS,1223,812,411,0,201,75,542,405,1223,772
2025-2026,21,ODISHA,372,SONEPUR,IGNOAPS,33026,19569,13453,4,7842,2712,8414,14058,33002,20175
2025-2026,21,ODISHA,372,SONEPUR,IGNWPS,6759,0,6759,0,1580,639,1815,2725,6750,4277
2025-2026,21,ODISHA,373,SUNDARGARH,IGNDPS,1904,1291,613,0,149,700,850,205,1890,1461
2025-2026,21,ODISHA,373,SUNDARGARH,IGNOAPS,57245,32588,24655,2,4523,25942,22564,4216,56026,44633
2025-2026,21,ODISHA,373,SUNDARGARH,IGNWPS,25253,0,25253,0,1821,10480,11601,1351,24618,18737
2025-2026,22,CHHATTISGARH,374,BASTAR,IGNDPS,870,572,297,1,62,299,377,132,863,430
2025-2026,22,CHHATTISGARH,374,BASTAR,IGNOAPS,19311,9262,10048,1,1028,9677,6537,2069,19237,8482
2025-2026,22,CHHATTISGARH,374,BASTAR,IGNWPS,9340,0,9340,0,489,4522,3495,834,9316,3982
2025-2026,22,CHHATTISGARH,375,BILASPUR,IGNDPS,4297,2929,1368,0,339,182,2953,823,4143,2123
2025-2026,22,CHHATTISGARH,375,BILASPUR,IGNOAPS,43307,21450,21855,2,3940,2343,24440,12584,41098,19014
2025-2026,22,CHHATTISGARH,375,BILASPUR,IGNWPS,12815,0,12815,0,1047,1005,6977,3786,11646,4594
2025-2026,22,CHHATTISGARH,376,DANTEWADA,IGNDPS,758,482,276,0,44,407,182,125,720,311
2025-2026,22,CHHATTISGARH,376,DANTEWADA,IGNOAPS,6057,2631,3426,0,248,3951,1090,768,5640,3330
2025-2026,22,CHHATTISGARH,376,DANTEWADA,IGNWPS,5744,0,5744,0,222,3809,1147,566,5263,2274
2025-2026,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1362,814,548,0,33,77,951,301,1183,215
2025-2026,22,CHHATTISGARH,377,DHAMTARI,IGNOAPS,17486,8635,8851,0,470,2138,10788,4090,15728,2082
2025-2026,22,CHHATTISGARH,377,DHAMTARI,IGNWPS,7637,0,7637,0,157,861,5395,1224,6875,950
2025-2026,22,CHHATTISGARH,378,DURG,IGNDPS,797,514,283,0,43,24,488,242,781,485
2025-2026,22,CHHATTISGARH,378,DURG,IGNOAPS,32191,17852,14337,2,1640,969,18201,11381,31754,21747
2025-2026,22,CHHATTISGARH,378,DURG,IGNWPS,12882,0,12882,0,841,467,7171,4403,12634,8939
2025-2026,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1044,764,280,0,182,35,523,304,920,172
2025-2026,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNOAPS,24358,12595,11759,4,4037,1315,9397,9609,22743,3868
2025-2026,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNWPS,5243,0,5243,0,871,317,2332,1723,4800,455
2025-2026,22,CHHATTISGARH,380,JASHPUR,IGNDPS,751,510,240,1,63,393,122,173,710,743
2025-2026,22,CHHATTISGARH,380,JASHPUR,IGNOAPS,21874,11540,10331,3,1665,11945,3727,4537,20335,20935
2025-2026,22,CHHATTISGARH,380,JASHPUR,IGNWPS,5510,0,5510,0,444,3006,1001,1059,5148,5221
2025-2026,22,CHHATTISGARH,381,KANKER,IGNDPS,1414,920,494,0,97,595,420,302,1284,852
2025-2026,22,CHHATTISGARH,381,KANKER,IGNOAPS,12706,6593,6110,3,613,4498,4747,2848,10881,6484
2025-2026,22,CHHATTISGARH,381,KANKER,IGNWPS,7233,0,7233,0,332,2900,2614,1387,6626,3631
2025-2026,22,CHHATTISGARH,382,KABIRDHAM,IGNDPS,310,209,101,0,66,50,38,156,287,293
2025-2026,22,CHHATTISGARH,382,KABIRDHAM,IGNOAPS,21740,11264,10476,0,3244,3478,3483,11535,21189,21230
2025-2026,22,CHHATTISGARH,382,KABIRDHAM,IGNWPS,4930,0,4930,0,534,940,1003,2453,4744,4557
2025-2026,22,CHHATTISGARH,383,KORBA,IGNDPS,2575,1783,792,0,234,1045,756,540,2471,2292
